run,NrBeeSurvivors,FighterCollectorRatio,NrMurderContracts,BeeCap100Ratio,BeePerformance,flower_count,bee_count,bee_sight,buzzer_count,max_capacity,hive_count,comm_radius,RatioBeeBuzzer
5461,13,0,0,3.506493506,68.83116883,10,18,6,2,30,1,1,9
5463,12,0,2,3.506493506,43.50649351,10,18,6,2,30,1,7,9
5465,10,0,3,3.506493506,64.28571429,10,18,6,2,30,1,13,9
5467,9,0,6,3.506493506,81.81818182,10,18,6,2,30,1,19,9
5469,14,0,1,3.506493506,100,10,18,6,4,30,1,4,4.5
5471,9,0,3,3.506493506,77.27272727,10,18,6,4,30,1,10,4.5
5473,13,0,9,3.506493506,87.01298701,10,18,6,4,30,1,16,4.5
5475,1,0,1,3.506493506,19.48051948,10,18,6,6,30,1,1,3
5477,1,0,2,3.506493506,19.48051948,10,18,6,6,30,1,7,3
5479,1,0,8,3.506493506,19.48051948,10,18,6,6,30,1,13,3
5481,13,0,8,3.506493506,99.35064935,10,18,6,6,30,1,19,3
5483,1,0,3,3.506493506,19.48051948,10,18,6,8,30,1,4,2.25
5485,1,0,8,3.506493506,19.48051948,10,18,6,8,30,1,10,2.25
5487,12,0,11,3.506493506,75.32467532,10,18,6,8,30,1,16,2.25
5489,0,0,0,3.506493506,0,10,18,6,10,30,1,1,1.8
5491,1,0,4,3.506493506,19.48051948,10,18,6,10,30,1,7,1.8
5493,6,0,13,3.506493506,62.98701299,10,18,6,10,30,1,13,1.8
5495,0,0,6,3.506493506,0,10,18,6,10,30,1,19,1.8
5497,5,0,1,3.506493506,50,10,18,6,12,30,1,4,1.5
5499,1,0,6,3.506493506,19.48051948,10,18,6,12,30,1,10,1.5
5501,0,0,20,3.506493506,0,10,18,6,12,30,1,16,1.5
5503,0,0,0,3.506493506,0,10,18,6,14,30,1,1,1.285714286
5505,0,0,2,3.506493506,0,10,18,6,14,30,1,7,1.285714286
5507,1,0,5,3.506493506,19.48051948,10,18,6,14,30,1,13,1.285714286
5509,0,0,6,3.506493506,0,10,18,6,14,30,1,19,1.285714286
5511,0,0,3,3.506493506,0,10,18,6,16,30,1,4,1.125
5513,0,0,6,3.506493506,0,10,18,6,16,30,1,10,1.125
5515,1,0,4,3.506493506,19.48051948,10,18,6,16,30,1,16,1.125
5517,0,0,0,3.506493506,0,10,18,6,18,30,1,1,1
5519,1,0,5,3.506493506,19.48051948,10,18,6,18,30,1,7,1
5521,0,0,5,3.506493506,0,10,18,6,18,30,1,13,1
5523,1,0,19,3.506493506,19.48051948,10,18,6,18,30,1,19,1
5525,0,0,0,3.506493506,0,10,18,6,20,30,1,4,0.9
5527,0,0,3,3.506493506,0,10,18,6,20,30,1,10,0.9
5529,0,0,3,3.506493506,0,10,18,6,20,30,1,16,0.9
5531,18,0,0,3.506493506,98.7012987,10,18,8,2,30,1,1,9
5533,11,0,5,3.506493506,64.93506494,10,18,8,2,30,1,7,9
5535,13,0,3,3.506493506,66.88311688,10,18,8,2,30,1,13,9
5537,13,0,7,3.506493506,77.92207792,10,18,8,2,30,1,19,9
5539,6,0,2,3.506493506,22.72727273,10,18,8,4,30,1,4,4.5
5541,10,0,4,3.506493506,71.42857143,10,18,8,4,30,1,10,4.5
5543,12,0,5,3.506493506,87.01298701,10,18,8,4,30,1,16,4.5
5545,1,0,0,3.506493506,19.48051948,10,18,8,6,30,1,1,3
5547,9,0,3,3.506493506,74.67532468,10,18,8,6,30,1,7,3
5549,1,0,6,3.506493506,19.48051948,10,18,8,6,30,1,13,3
5551,7,0,14,3.506493506,39.61038961,10,18,8,6,30,1,19,3
5553,5,0,1,3.506493506,45.45454545,10,18,8,8,30,1,4,2.25
5555,9,0,5,3.506493506,51.94805195,10,18,8,8,30,1,10,2.25
5557,2,0,8,3.506493506,28.57142857,10,18,8,8,30,1,16,2.25
5559,13,0,0,3.506493506,75.32467532,10,18,8,10,30,1,1,1.8
5561,8,0,4,3.506493506,61.68831169,10,18,8,10,30,1,7,1.8
5563,8,0,9,3.506493506,55.84415584,10,18,8,10,30,1,13,1.8
5565,0,0,7,3.506493506,0,10,18,8,10,30,1,19,1.8
5567,0,0,1,3.506493506,0,10,18,8,12,30,1,4,1.5
5569,2,0,4,3.506493506,38.96103896,10,18,8,12,30,1,10,1.5
5571,0,0,5,3.506493506,0,10,18,8,12,30,1,16,1.5
5573,1,0,1,3.506493506,19.48051948,10,18,8,14,30,1,1,1.285714286
5575,2,0,5,3.506493506,27.27272727,10,18,8,14,30,1,7,1.285714286
5577,1,0,5,3.506493506,19.48051948,10,18,8,14,30,1,13,1.285714286
5579,1,0,17,3.506493506,19.48051948,10,18,8,14,30,1,19,1.285714286
5581,0,0,1,3.506493506,0,10,18,8,16,30,1,4,1.125
5583,0,0,4,3.506493506,0,10,18,8,16,30,1,10,1.125
5585,0,0,5,3.506493506,0,10,18,8,16,30,1,16,1.125
5587,1,0,0,3.506493506,19.48051948,10,18,8,18,30,1,1,1
5589,0,0,2,3.506493506,0,10,18,8,18,30,1,7,1
5591,2,0,13,3.506493506,38.96103896,10,18,8,18,30,1,13,1
5593,0,0,8,3.506493506,0,10,18,8,18,30,1,19,1
5595,0,0,1,3.506493506,0,10,18,8,20,30,1,4,0.9
5597,1,0,3,3.506493506,19.48051948,10,18,8,20,30,1,10,0.9
5599,0,0,4,3.506493506,0,10,18,8,20,30,1,16,0.9
5601,12,0,1,3.506493506,63.63636364,10,18,10,2,30,1,1,9
5603,17,0,2,3.506493506,90.90909091,10,18,10,2,30,1,7,9
5605,15,0,2,3.506493506,92.85714286,10,18,10,2,30,1,13,9
5607,15,0,5,3.506493506,81.16883117,10,18,10,2,30,1,19,9
5609,10,0,1,3.506493506,70.12987013,10,18,10,4,30,1,4,4.5
5611,13,0,4,3.506493506,92.20779221,10,18,10,4,30,1,10,4.5
5613,4,0,7,3.506493506,22.72727273,10,18,10,4,30,1,16,4.5
5615,8,0,0,3.506493506,68.18181818,10,18,10,6,30,1,1,3
5617,11,0,1,3.506493506,57.79220779,10,18,10,6,30,1,7,3
5619,4,0,6,3.506493506,47.4025974,10,18,10,6,30,1,13,3
5621,12,0,9,3.506493506,74.02597403,10,18,10,6,30,1,19,3
5623,6,0,1,3.506493506,51.2987013,10,18,10,8,30,1,4,2.25
5625,2,0,5,3.506493506,28.57142857,10,18,10,8,30,1,10,2.25
5627,5,0,9,3.506493506,49.35064935,10,18,10,8,30,1,16,2.25
5629,1,0,0,3.506493506,19.48051948,10,18,10,10,30,1,1,1.8
5631,11,0,6,3.506493506,80.51948052,10,18,10,10,30,1,7,1.8
5633,0,0,7,3.506493506,0,10,18,10,10,30,1,13,1.8
5635,4,0,9,3.506493506,47.4025974,10,18,10,10,30,1,19,1.8
5637,5,0,5,3.506493506,59.74025974,10,18,10,12,30,1,4,1.5
5639,0,0,5,3.506493506,0,10,18,10,12,30,1,10,1.5
5641,1,0,7,3.506493506,19.48051948,10,18,10,12,30,1,16,1.5
5643,3,0,1,3.506493506,33.11688312,10,18,10,14,30,1,1,1.285714286
5645,0,0,2,3.506493506,0,10,18,10,14,30,1,7,1.285714286
5647,0,0,10,3.506493506,0,10,18,10,14,30,1,13,1.285714286
5649,0,0,14,3.506493506,0,10,18,10,14,30,1,19,1.285714286
5651,0,0,3,3.506493506,0,10,18,10,16,30,1,4,1.125
5653,1,0,4,3.506493506,19.48051948,10,18,10,16,30,1,10,1.125
5655,1,0,17,3.506493506,19.48051948,10,18,10,16,30,1,16,1.125
5657,0,0,1,3.506493506,0,10,18,10,18,30,1,1,1
5659,0,0,3,3.506493506,0,10,18,10,18,30,1,7,1
5661,0,0,12,3.506493506,0,10,18,10,18,30,1,13,1
5663,0,0,10,3.506493506,0,10,18,10,18,30,1,19,1
5665,0,0,1,3.506493506,0,10,18,10,20,30,1,4,0.9
5667,0,0,5,3.506493506,0,10,18,10,20,30,1,10,0.9
5669,0,0,6,3.506493506,0,10,18,10,20,30,1,16,0.9
5671,13,0,0,3.506493506,53.8961039,10,18,12,2,30,1,1,9
5673,17,0,5,3.506493506,98.7012987,10,18,12,2,30,1,7,9
5675,18,0,3,3.506493506,98.7012987,10,18,12,2,30,1,13,9
5677,18,0,4,3.506493506,100,10,18,12,2,30,1,19,9
5679,3,0,5,3.506493506,49.35064935,10,18,12,4,30,1,4,4.5
5681,15,0,4,3.506493506,88.31168831,10,18,12,4,30,1,10,4.5
5683,4,0,12,3.506493506,50.64935065,10,18,12,4,30,1,16,4.5
5685,5,0,1,3.506493506,29.87012987,10,18,12,6,30,1,1,3
5687,12,0,6,3.506493506,70.12987013,10,18,12,6,30,1,7,3
5689,9,0,7,3.506493506,74.02597403,10,18,12,6,30,1,13,3
5691,6,0,6,3.506493506,68.83116883,10,18,12,6,30,1,19,3
5693,1,0,5,3.506493506,19.48051948,10,18,12,8,30,1,4,2.25
5695,7,0,6,3.506493506,61.68831169,10,18,12,8,30,1,10,2.25
5697,4,0,6,3.506493506,50.64935065,10,18,12,8,30,1,16,2.25
5699,1,0,4,3.506493506,19.48051948,10,18,12,10,30,1,1,1.8
5701,0,0,5,3.506493506,0,10,18,12,10,30,1,7,1.8
5703,4,0,8,3.506493506,53.24675325,10,18,12,10,30,1,13,1.8
5705,0,0,10,3.506493506,0,10,18,12,10,30,1,19,1.8
5707,4,0,4,3.506493506,61.68831169,10,18,12,12,30,1,4,1.5
5709,0,0,5,3.506493506,0,10,18,12,12,30,1,10,1.5
5711,0,0,5,3.506493506,0,10,18,12,12,30,1,16,1.5
5713,1,0,1,3.506493506,19.48051948,10,18,12,14,30,1,1,1.285714286
5715,0,0,7,3.506493506,0,10,18,12,14,30,1,7,1.285714286
5717,0,0,4,3.506493506,0,10,18,12,14,30,1,13,1.285714286
5719,1,0,7,3.506493506,19.48051948,10,18,12,14,30,1,19,1.285714286
5721,0,0,2,3.506493506,0,10,18,12,16,30,1,4,1.125
5723,0,0,6,3.506493506,0,10,18,12,16,30,1,10,1.125
5725,1,0,14,3.506493506,19.48051948,10,18,12,16,30,1,16,1.125
5727,2,0,2,3.506493506,38.96103896,10,18,12,18,30,1,1,1
5729,0,0,3,3.506493506,0,10,18,12,18,30,1,7,1
5731,0,0,7,3.506493506,0,10,18,12,18,30,1,13,1
5733,1,0,7,3.506493506,19.48051948,10,18,12,18,30,1,19,1
5735,0,0,2,3.506493506,0,10,18,12,20,30,1,4,0.9
5737,0,0,3,3.506493506,0,10,18,12,20,30,1,10,0.9
5739,0,0,6,3.506493506,0,10,18,12,20,30,1,16,0.9
5741,17,0,0,3.506493506,98.7012987,10,18,14,2,30,1,1,9
5743,16,0,3,3.506493506,100,10,18,14,2,30,1,7,9
5745,16,0,5,3.506493506,100,10,18,14,2,30,1,13,9
5747,12,0,5,3.506493506,93.50649351,10,18,14,2,30,1,19,9
5749,1,0,5,3.506493506,19.48051948,10,18,14,4,30,1,4,4.5
5751,12,0,5,3.506493506,77.92207792,10,18,14,4,30,1,10,4.5
5753,12,0,7,3.506493506,88.31168831,10,18,14,4,30,1,16,4.5
5755,3,0,1,3.506493506,36.36363636,10,18,14,6,30,1,1,3
5757,0,0,5,3.506493506,0,10,18,14,6,30,1,7,3
5759,9,0,10,3.506493506,62.98701299,10,18,14,6,30,1,13,3
5761,11,0,16,3.506493506,96.1038961,10,18,14,6,30,1,19,3
5763,14,0,1,3.506493506,71.42857143,10,18,14,8,30,1,4,2.25
5765,1,0,4,3.506493506,19.48051948,10,18,14,8,30,1,10,2.25
5767,1,0,6,3.506493506,19.48051948,10,18,14,8,30,1,16,2.25
5769,2,0,0,3.506493506,23.37662338,10,18,14,10,30,1,1,1.8
5771,1,0,5,3.506493506,19.48051948,10,18,14,10,30,1,7,1.8
5773,1,0,8,3.506493506,19.48051948,10,18,14,10,30,1,13,1.8
5775,0,0,5,3.506493506,0,10,18,14,10,30,1,19,1.8
5777,0,0,5,3.506493506,0,10,18,14,12,30,1,4,1.5
5779,1,0,5,3.506493506,19.48051948,10,18,14,12,30,1,10,1.5
5781,0,0,6,3.506493506,0,10,18,14,12,30,1,16,1.5
5783,6,0,1,3.506493506,79.87012987,10,18,14,14,30,1,1,1.285714286
5785,0,0,8,3.506493506,0,10,18,14,14,30,1,7,1.285714286
5787,1,0,7,3.506493506,19.48051948,10,18,14,14,30,1,13,1.285714286
5789,1,0,12,3.506493506,19.48051948,10,18,14,14,30,1,19,1.285714286
5791,0,0,2,3.506493506,0,10,18,14,16,30,1,4,1.125
5793,0,0,3,3.506493506,0,10,18,14,16,30,1,10,1.125
5795,0,0,6,3.506493506,0,10,18,14,16,30,1,16,1.125
5797,2,0,3,3.506493506,38.96103896,10,18,14,18,30,1,1,1
5799,0,0,4,3.506493506,0,10,18,14,18,30,1,7,1
5801,0,0,4,3.506493506,0,10,18,14,18,30,1,13,1
5803,0,0,12,3.506493506,0,10,18,14,18,30,1,19,1
5805,0,0,2,3.506493506,0,10,18,14,20,30,1,4,0.9
5807,0,0,2,3.506493506,0,10,18,14,20,30,1,10,0.9
5809,1,0,10,3.506493506,19.48051948,10,18,14,20,30,1,16,0.9
5811,17,0,2,3.506493506,81.81818182,10,18,16,2,30,1,1,9
5813,17,0,1,3.506493506,97.4025974,10,18,16,2,30,1,7,9
5815,11,0,8,3.506493506,65.58441558,10,18,16,2,30,1,13,9
5817,17,0,6,3.506493506,97.4025974,10,18,16,2,30,1,19,9
5819,2,0,3,3.506493506,38.96103896,10,18,16,4,30,1,4,4.5
5821,9,0,7,3.506493506,78.57142857,10,18,16,4,30,1,10,4.5
5823,8,0,8,3.506493506,77.27272727,10,18,16,4,30,1,16,4.5
5825,9,0,3,3.506493506,80.51948052,10,18,16,6,30,1,1,3
5827,6,0,8,3.506493506,62.98701299,10,18,16,6,30,1,7,3
5829,4,0,6,3.506493506,64.93506494,10,18,16,6,30,1,13,3
5831,10,0,10,3.506493506,72.72727273,10,18,16,6,30,1,19,3
5833,5,0,4,3.506493506,45.45454545,10,18,16,8,30,1,4,2.25
5835,7,0,7,3.506493506,76.62337662,10,18,16,8,30,1,10,2.25
5837,0,0,6,3.506493506,0,10,18,16,8,30,1,16,2.25
5839,5,0,2,3.506493506,79.87012987,10,18,16,10,30,1,1,1.8
5841,0,0,2,3.506493506,0,10,18,16,10,30,1,7,1.8
5843,13,0,4,3.506493506,82.46753247,10,18,16,10,30,1,13,1.8
5845,1,0,7,3.506493506,19.48051948,10,18,16,10,30,1,19,1.8
5847,0,0,2,3.506493506,0,10,18,16,12,30,1,4,1.5
5849,0,0,7,3.506493506,0,10,18,16,12,30,1,10,1.5
5851,0,0,10,3.506493506,0,10,18,16,12,30,1,16,1.5
5853,1,0,2,3.506493506,19.48051948,10,18,16,14,30,1,1,1.285714286
5855,2,0,5,3.506493506,38.96103896,10,18,16,14,30,1,7,1.285714286
5857,0,0,6,3.506493506,0,10,18,16,14,30,1,13,1.285714286
5859,9,0,18,3.506493506,80.51948052,10,18,16,14,30,1,19,1.285714286
5861,1,0,2,3.506493506,19.48051948,10,18,16,16,30,1,4,1.125
5863,2,0,3,3.506493506,38.96103896,10,18,16,16,30,1,10,1.125
5865,0,0,6,3.506493506,0,10,18,16,16,30,1,16,1.125
5867,0,0,1,3.506493506,0,10,18,16,18,30,1,1,1
5869,0,0,3,3.506493506,0,10,18,16,18,30,1,7,1
5871,0,0,4,3.506493506,0,10,18,16,18,30,1,13,1
5873,1,0,20,3.506493506,19.48051948,10,18,16,18,30,1,19,1
5875,0,0,1,3.506493506,0,10,18,16,20,30,1,4,0.9
5877,0,0,2,3.506493506,0,10,18,16,20,30,1,10,0.9
5879,0,0,7,3.506493506,0,10,18,16,20,30,1,16,0.9
5881,17,0,0,3.506493506,98.05194805,10,18,18,2,30,1,1,9
5883,15,0,2,3.506493506,100,10,18,18,2,30,1,7,9
5885,16,0,7,3.506493506,100,10,18,18,2,30,1,13,9
5887,12,0,10,3.506493506,96.1038961,10,18,18,2,30,1,19,9
5889,4,0,6,3.506493506,71.42857143,10,18,18,4,30,1,4,4.5
5891,2,0,4,3.506493506,38.96103896,10,18,18,4,30,1,10,4.5
5893,4,0,11,3.506493506,77.92207792,10,18,18,4,30,1,16,4.5
5895,5,0,3,3.506493506,50.64935065,10,18,18,6,30,1,1,3
5897,4,0,8,3.506493506,48.05194805,10,18,18,6,30,1,7,3
5899,8,0,17,3.506493506,64.93506494,10,18,18,6,30,1,13,3
5901,9,0,11,3.506493506,91.55844156,10,18,18,6,30,1,19,3
5903,0,0,1,3.506493506,0,10,18,18,8,30,1,4,2.25
5905,0,0,12,3.506493506,0,10,18,18,8,30,1,10,2.25
5907,2,0,13,3.506493506,38.96103896,10,18,18,8,30,1,16,2.25
5909,0,0,3,3.506493506,0,10,18,18,10,30,1,1,1.8
5911,1,0,7,3.506493506,19.48051948,10,18,18,10,30,1,7,1.8
5913,5,0,17,3.506493506,77.92207792,10,18,18,10,30,1,13,1.8
5915,0,0,4,3.506493506,0,10,18,18,10,30,1,19,1.8
5917,0,0,4,3.506493506,0,10,18,18,12,30,1,4,1.5
5919,0,0,8,3.506493506,0,10,18,18,12,30,1,10,1.5
5921,0,0,8,3.506493506,0,10,18,18,12,30,1,16,1.5
5923,1,0,5,3.506493506,19.48051948,10,18,18,14,30,1,1,1.285714286
5925,1,0,3,3.506493506,19.48051948,10,18,18,14,30,1,7,1.285714286
5927,0,0,3,3.506493506,0,10,18,18,14,30,1,13,1.285714286
5929,1,0,7,3.506493506,19.48051948,10,18,18,14,30,1,19,1.285714286
5931,0,0,5,3.506493506,0,10,18,18,16,30,1,4,1.125
5933,0,0,15,3.506493506,0,10,18,18,16,30,1,10,1.125
5935,1,0,10,3.506493506,19.48051948,10,18,18,16,30,1,16,1.125
5937,0,0,0,3.506493506,0,10,18,18,18,30,1,1,1
5939,0,0,4,3.506493506,0,10,18,18,18,30,1,7,1
5941,0,0,7,3.506493506,0,10,18,18,18,30,1,13,1
5943,0,0,11,3.506493506,0,10,18,18,18,30,1,19,1
5945,0,0,1,3.506493506,0,10,18,18,20,30,1,4,0.9
5947,0,0,6,3.506493506,0,10,18,18,20,30,1,10,0.9
5949,0,0,5,3.506493506,0,10,18,18,20,30,1,16,0.9
5951,13,0,0,3.506493506,77.92207792,10,18,20,2,30,1,1,9
5953,10,0,4,3.506493506,79.87012987,10,18,20,2,30,1,7,9
5955,18,0,3,3.506493506,100,10,18,20,2,30,1,13,9
5957,16,0,2,3.506493506,93.50649351,10,18,20,2,30,1,19,9
5959,14,0,1,3.506493506,100,10,18,20,4,30,1,4,4.5
5961,7,0,10,3.506493506,70.77922078,10,18,20,4,30,1,10,4.5
5963,6,0,12,3.506493506,96.1038961,10,18,20,4,30,1,16,4.5
5965,5,0,2,3.506493506,61.68831169,10,18,20,6,30,1,1,3
5967,0,0,5,3.506493506,0,10,18,20,6,30,1,7,3
5969,0,0,9,3.506493506,0,10,18,20,6,30,1,13,3
5971,7,0,13,3.506493506,51.94805195,10,18,20,6,30,1,19,3
5973,4,0,5,3.506493506,74.67532468,10,18,20,8,30,1,4,2.25
5975,2,0,6,3.506493506,38.96103896,10,18,20,8,30,1,10,2.25
5977,0,0,9,3.506493506,0,10,18,20,8,30,1,16,2.25
5979,2,0,1,3.506493506,38.96103896,10,18,20,10,30,1,1,1.8
5981,0,0,3,3.506493506,0,10,18,20,10,30,1,7,1.8
5983,5,0,12,3.506493506,88.31168831,10,18,20,10,30,1,13,1.8
5985,0,0,10,3.506493506,0,10,18,20,10,30,1,19,1.8
5987,0,0,7,3.506493506,0,10,18,20,12,30,1,4,1.5
5989,0,0,7,3.506493506,0,10,18,20,12,30,1,10,1.5
5991,0,0,8,3.506493506,0,10,18,20,12,30,1,16,1.5
5993,3,0,8,3.506493506,58.44155844,10,18,20,14,30,1,1,1.285714286
5995,0,0,4,3.506493506,0,10,18,20,14,30,1,7,1.285714286
5997,1,0,18,3.506493506,19.48051948,10,18,20,14,30,1,13,1.285714286
5999,0,0,19,3.506493506,0,10,18,20,14,30,1,19,1.285714286
6001,0,0,2,3.506493506,0,10,18,20,16,30,1,4,1.125
6003,0,0,3,3.506493506,0,10,18,20,16,30,1,10,1.125
6005,0,0,6,3.506493506,0,10,18,20,16,30,1,16,1.125
6007,0,0,0,3.506493506,0,10,18,20,18,30,1,1,1
6009,1,0,2,3.506493506,19.48051948,10,18,20,18,30,1,7,1
6011,0,0,2,3.506493506,0,10,18,20,18,30,1,13,1
6013,1,0,10,3.506493506,19.48051948,10,18,20,18,30,1,19,1
6015,0,0,1,3.506493506,0,10,18,20,20,30,1,4,0.9
6017,0,0,3,3.506493506,0,10,18,20,20,30,1,10,0.9
6019,0,0,5,3.506493506,0,10,18,20,20,30,1,16,0.9
6021,16,0,0,3.506493506,96.75324675,10,18,22,2,30,1,1,9
6023,18,0,7,3.506493506,100,10,18,22,2,30,1,7,9
6025,17,0,7,3.506493506,98.7012987,10,18,22,2,30,1,13,9
6027,12,0,8,3.506493506,79.22077922,10,18,22,2,30,1,19,9
6029,8,0,3,3.506493506,75.97402597,10,18,22,4,30,1,4,4.5
6031,2,0,9,3.506493506,38.96103896,10,18,22,4,30,1,10,4.5
6033,4,0,7,3.506493506,72.07792208,10,18,22,4,30,1,16,4.5
6035,2,0,0,3.506493506,38.96103896,10,18,22,6,30,1,1,3
6037,18,0,5,3.506493506,100,10,18,22,6,30,1,7,3
6039,7,0,6,3.506493506,83.11688312,10,18,22,6,30,1,13,3
6041,9,0,15,3.506493506,94.15584416,10,18,22,6,30,1,19,3
6043,0,0,4,3.506493506,0,10,18,22,8,30,1,4,2.25
6045,2,0,7,3.506493506,38.96103896,10,18,22,8,30,1,10,2.25
6047,0,0,7,3.506493506,0,10,18,22,8,30,1,16,2.25
6049,4,0,0,3.506493506,77.92207792,10,18,22,10,30,1,1,1.8
6051,5,0,9,3.506493506,87.01298701,10,18,22,10,30,1,7,1.8
6053,0,0,6,3.506493506,0,10,18,22,10,30,1,13,1.8
6055,0,0,4,3.506493506,0,10,18,22,10,30,1,19,1.8
6057,0,0,3,3.506493506,0,10,18,22,12,30,1,4,1.5
6059,0,0,8,3.506493506,0,10,18,22,12,30,1,10,1.5
6061,0,0,7,3.506493506,0,10,18,22,12,30,1,16,1.5
6063,0,0,1,3.506493506,0,10,18,22,14,30,1,1,1.285714286
6065,0,0,6,3.506493506,0,10,18,22,14,30,1,7,1.285714286
6067,0,0,7,3.506493506,0,10,18,22,14,30,1,13,1.285714286
6069,0,0,13,3.506493506,0,10,18,22,14,30,1,19,1.285714286
6071,0,0,3,3.506493506,0,10,18,22,16,30,1,4,1.125
6073,0,0,4,3.506493506,0,10,18,22,16,30,1,10,1.125
6075,0,0,22,3.506493506,0,10,18,22,16,30,1,16,1.125
6077,0,0,2,3.506493506,0,10,18,22,18,30,1,1,1
6079,0,0,6,3.506493506,0,10,18,22,18,30,1,7,1
6081,0,0,4,3.506493506,0,10,18,22,18,30,1,13,1
6083,0,0,3,3.506493506,0,10,18,22,18,30,1,19,1
6085,0,0,2,3.506493506,0,10,18,22,20,30,1,4,0.9
6087,0,0,2,3.506493506,0,10,18,22,20,30,1,10,0.9
6089,0,0,5,3.506493506,0,10,18,22,20,30,1,16,0.9
6091,16,0,2,3.506493506,100,10,18,24,2,30,1,1,9
6093,12,0,3,3.506493506,92.85714286,10,18,24,2,30,1,7,9
6095,14,0,7,3.506493506,100,10,18,24,2,30,1,13,9
6097,8,0,7,3.506493506,91.55844156,10,18,24,2,30,1,19,9
6099,9,0,3,3.506493506,90.25974026,10,18,24,4,30,1,4,4.5
6101,16,0,4,3.506493506,100,10,18,24,4,30,1,10,4.5
6103,13,0,10,3.506493506,85.71428571,10,18,24,4,30,1,16,4.5
6105,0,0,8,3.506493506,0,10,18,24,6,30,1,1,3
6107,0,0,7,3.506493506,0,10,18,24,6,30,1,7,3
6109,5,0,11,3.506493506,82.46753247,10,18,24,6,30,1,13,3
6111,13,0,14,3.506493506,96.1038961,10,18,24,6,30,1,19,3
6113,0,0,5,3.506493506,0,10,18,24,8,30,1,4,2.25
6115,3,0,14,3.506493506,42.85714286,10,18,24,8,30,1,10,2.25
6117,2,0,12,3.506493506,38.96103896,10,18,24,8,30,1,16,2.25
6119,0,0,0,3.506493506,0,10,18,24,10,30,1,1,1.8
6121,3,0,16,3.506493506,58.44155844,10,18,24,10,30,1,7,1.8
6123,0,0,5,3.506493506,0,10,18,24,10,30,1,13,1.8
6125,0,0,6,3.506493506,0,10,18,24,10,30,1,19,1.8
6127,0,0,2,3.506493506,0,10,18,24,12,30,1,4,1.5
6129,1,0,10,3.506493506,19.48051948,10,18,24,12,30,1,10,1.5
6131,1,0,14,3.506493506,19.48051948,10,18,24,12,30,1,16,1.5
6133,8,0,1,3.506493506,79.22077922,10,18,24,14,30,1,1,1.285714286
6135,1,0,10,3.506493506,19.48051948,10,18,24,14,30,1,7,1.285714286
6137,0,0,7,3.506493506,0,10,18,24,14,30,1,13,1.285714286
6139,0,0,14,3.506493506,0,10,18,24,14,30,1,19,1.285714286
6141,0,0,1,3.506493506,0,10,18,24,16,30,1,4,1.125
6143,0,0,3,3.506493506,0,10,18,24,16,30,1,10,1.125
6145,0,0,7,3.506493506,0,10,18,24,16,30,1,16,1.125
6147,0,0,5,3.506493506,0,10,18,24,18,30,1,1,1
6149,1,0,7,3.506493506,19.48051948,10,18,24,18,30,1,7,1
6151,0,0,17,3.506493506,0,10,18,24,18,30,1,13,1
6153,1,0,12,3.506493506,19.48051948,10,18,24,18,30,1,19,1
6155,0,0,0,3.506493506,0,10,18,24,20,30,1,4,0.9
6157,0,0,6,3.506493506,0,10,18,24,20,30,1,10,0.9
6159,0,0,5,3.506493506,0,10,18,24,20,30,1,16,0.9
6161,16,0,0,3.896103896,74.67532468,10,20,4,2,30,1,1,10
6163,12,0,1,3.896103896,59.09090909,10,20,4,2,30,1,7,10
6165,7,0,5,3.896103896,45.45454545,10,20,4,2,30,1,13,10
6167,17,0,5,3.896103896,83.76623377,10,20,4,2,30,1,19,10
6169,7,0,1,3.896103896,42.85714286,10,20,4,4,30,1,4,5
6171,11,0,4,3.896103896,72.72727273,10,20,4,4,30,1,10,5
6173,2,0,5,3.896103896,29.87012987,10,20,4,4,30,1,16,5
6175,10,0,0,3.896103896,68.83116883,10,20,4,6,30,1,1,3.333333333
6177,9,0,2,3.896103896,58.44155844,10,20,4,6,30,1,7,3.333333333
6179,0,0,5,3.896103896,0,10,20,4,6,30,1,13,3.333333333
6181,6,0,13,3.896103896,50,10,20,4,6,30,1,19,3.333333333
6183,0,0,1,3.896103896,0,10,20,4,8,30,1,4,2.5
6185,0,0,7,3.896103896,0,10,20,4,8,30,1,10,2.5
6187,10,0,17,3.896103896,72.07792208,10,20,4,8,30,1,16,2.5
6189,1,0,1,3.896103896,19.48051948,10,20,4,10,30,1,1,2
6191,0,0,2,3.896103896,0,10,20,4,10,30,1,7,2
6193,9,0,8,3.896103896,88.96103896,10,20,4,10,30,1,13,2
6195,0,0,12,3.896103896,0,10,20,4,10,30,1,19,2
6197,1,0,2,3.896103896,19.48051948,10,20,4,12,30,1,4,1.666666667
6199,2,0,5,3.896103896,38.96103896,10,20,4,12,30,1,10,1.666666667
6201,0,0,5,3.896103896,0,10,20,4,12,30,1,16,1.666666667
6203,2,0,0,3.896103896,38.96103896,10,20,4,14,30,1,1,1.428571429
6205,0,0,2,3.896103896,0,10,20,4,14,30,1,7,1.428571429
6207,0,0,5,3.896103896,0,10,20,4,14,30,1,13,1.428571429
6209,0,0,10,3.896103896,0,10,20,4,14,30,1,19,1.428571429
6211,1,0,4,3.896103896,19.48051948,10,20,4,16,30,1,4,1.25
6213,0,0,3,3.896103896,0,10,20,4,16,30,1,10,1.25
6215,0,0,7,3.896103896,0,10,20,4,16,30,1,16,1.25
